我昨天在电视上看到的啦，以前的人要是身体哪里不好，就吃其他动物的那个部分吔。	所以呢？
你还记得以前的事吗？就是毕业考试那天，你教我圣级魔术那件事。	记得，当时鲁迪始终很怕骑马，还为此折腾了一番。
那是因为我害怕踏出家门。要是师傅没有强行带我出去，恐怕我会一辈子缩在家里闭门不出。	是这样吗？
是啊，因此我很感谢师傅。谢谢你。	不，我并没有做什么。
请问您有什么顾虑吗？	这件事你已经在石板上提过。为什么还要特地来这里说明？
因为报告是义务。况且似乎也得稍稍更动今后的行动，我认为需要开会讨论。	这样啊……
所以，你打算怎么做？	那么，我简单说明。
用石板通讯时也已经向您报备过了，基斯似乎打算聚集能从正面杀死我的战力。尽管无法确定他是否真有这个意图，但我们这边应该也要与之对抗，召集强力的伙伴。	嗯。
不清楚。他们浪迹天涯，只要历史稍稍改变，就会出现在世界的另一端。既然变化如此之大，我也无法判断。	您感觉他们平常会待在哪里？
话说回来……不能把技神大人拉拢到我们这边吗？我记得他是和魔神分裂成两个人，那他应该会愿意协助我们与人神战斗吧？	没用的。
是因为记忆模糊吗？既然这样，只要让他和魔神拉普拉斯合体恢复理智……啊，可是这么做佩尔基乌斯大人会生气呢。这部分得好好处理……	住手。
可是，那个，怎么说，一旦与拉普拉斯有关，佩尔基乌斯大人应该不会保持沉默吧？	要是那家伙变成敌人，就由我来处理。
那么……来说说下一个话题吧。	嗯。
我在这次事件试过各种行动，以结论来说，我认为奥尔斯帝德大人的『威望』似乎不太足够。	因为我没有那种东西。
因此，我有一个提案。	……说吧。
他们抱着渺小的骄傲自由生活，因为无聊的仇恨而丧命。	……
你不一样。因此别用那种名号，鲁迪乌斯•格雷拉特。	啊……呜……是。
啧……	艾莉丝，住手！
提出了越矩的提案，十分抱歉。	无妨。
那么，威望方面就交给爱丽儿设法处理……请问在剑神之后，要找谁成为伙伴呢？	……毕黑利尔王国比较恰当，鬼神就在那里。矿神等之后再去交涉就行。一旦战争爆发，那家伙就会创造出品质良好的武具，但不擅长直接战斗。
意思是要拉拢鬼神吗？	不，那个男人成为人神使徒的机率极高。既然基斯在召集棋子，最好抢先一步击溃他。
请问，其他还有谁有可能成为敌人吗？	这个嘛……除了鬼神以外，基本上没有厉害角色……不过住在天大陆的迷宫『地狱』里的『冥王』毕塔、魔大陆的『不快魔王』凯布拉卡布拉，先消灭这两个人比较妥当。不过，从这里要前往前者的所在地有些费事，最后再处理就行。
那么，就以拉拢他们成为伙伴，或者是使其失去战斗能力的方向进行。	对。
呼──……	鲁迪乌斯会长！辛苦了！
嗯，是啊。你也辛苦了。	您的脸色不太好，请问出了什么事吗？
没什么，只是稍微惹怒了奥尔斯帝德大人。	原来社长也会凶会长啊。
这次算是踩到了老虎的尾巴吧……	是这样啊……不过，因为社长很仰赖会长，或许是你辜负了他的期待喔。
不过话又说回来，称呼我为会长，而奥尔斯帝德大人是社长，这样听起来好像我的地位比较高。	呃……那么我该怎么称呼呢？
奥尔斯帝德总帅……你觉得如何？	……就算问我也很难回答啊。
其他有没有什么特别要注意的问题？	不，并没有。
这样啊，假如有任何不满或是需求，请立刻告诉我。我会尽可能帮你实现。	……咦？
失礼了。因为奥尔斯帝德大人也问过我同样的话。	啊，是这样啊……
明明社长这么照顾我，可是却没办法拜见他的尊容，实在很令人遗憾。	毕竟有诅咒的影响。看到脸的瞬间，你现在所感受到的谢意也会变换为憎恨或是猜忌之心吧。
实在很可怕呢。	是啊。所以当奥尔斯帝德大人在房间里面办公时，请绝对不要打开袄门。
不管怎么样，今后也要拜托你了。	了解。
另外，请你不着痕迹地对社长表达，会长看起来一脸歉疚。	噢，好的。呵呵，会长意外地是个胆小鬼呢。
爱夏要到何时才会表现得像个大人呢？	这个嘛。因为她也并不是办不到这点……直到她自己认为那是必要之前，肯定不会主动表现吧。
自己是指？	比方说喜欢上某位男士之类……
鲁迪乌斯少爷不行吗？	你应该也心知肚明吧。爱夏之所以会表现出幼稚的行为举止，正是因为她认为自己是鲁迪乌斯的妹妹，而不是恋人或是妻子。
隐约有这么觉得。	那么，就必须找到其他对象才行。可以让爱夏在面对他时，愿意表现出大人言行举止的那种出色对象。
我想想……最好是年纪小，不太可靠，又对成熟女性抱有过度憧憬的人物。	过度憧憬？
总之，也只能顺其自然了。	是……嗯？
啊，莉莉雅小姐。我们回来了。	莉莉雅，我们回来了！
不，她做得很好。	那么，是什么原因？
这个嘛……说来话长，可以等大家都集合后再说吗？	是，非常抱歉。
爱夏，你有把事情做好吗？	……稍微搞砸了。
犯了很严重的错吗？	不，哥哥立刻帮我解决了。
明白了。鲁迪，既然基斯成了敌人，就不是顾虑工作的场合。如果有什么需要我做的，请你通知我一声。	我也是，虽然身体现在不方便行动，但我会协助鲁迪。
当然！	嗯！
谢谢你们。刚才也说过，我想暂时又得离开家里一阵子，总之家族会议就先到这……	啊，哥哥。
还得把塞妮丝夫人的事告诉大家。	噢，差点忘了。
莉莉雅小姐……	对不起……鲁迪乌斯少爷……
明白了，师傅。这边的工匠也增加了不少，应该没问题。	既然这样，我也来帮忙吧。
不要紧吗……如果只是稍有涉猎，我想应该颇有难度。	唔，鲁迪。你以为自己是在跟谁说话呢？
我可是为了鲁迪而一直在学习喔。看了克里夫与札诺巴的研究资料，想说这样就能协助你整备或是改良……	老师……
我明白了。攸关我性命的魔导铠，就托付给老师了！	我会不负所托。
好啦，札诺巴，我今天并不只是为此而来。	哦。这么煞有其事，请问是什么事呢……莫非，师傅知道本人前几天得到了有趣的人偶？哎呀哎呀，那可是很不错的收藏啊。人偶使用了特殊素材。手脚可以自由转动……
冷静点，不是现在立刻动身。	哎呀，失礼了……那么，本人先把店里的交接事务先处理妥当。话是这样说，但本人几乎没有工作！
嗯，麻烦你尽早准备吧。	了解。
鲁迪，你没事吧？	……咦？嗯，我没事。
希露菲，你觉得如何？	我和大家不同，与基斯先生并不熟。
呃……如果鲁迪想这么做，我是没关系……啦？	是没关系……这是某种祈愿仪式吗？
我也不认为希露菲能拒绝。	呜……既然鲁迪说想这么做，那我就会好好遵守。
骗人。要是鲁迪乌斯说『一下下就好』，那你就会说『既然只是一下下』，允许他这么做吧？	……会。
一下下就好」这种想法反而要命	所以，我会随时待在鲁迪乌斯身边，要是他想做什么就用揍的来阻止。
那么，艾莉丝、札诺巴，准备好了吧？	嗯。
当然。	万一死神站在敌人那边，就交给艾莉丝与札诺巴压制他，我趁机摊开『一式』的魔法阵，一口气分出胜负。OK？
交给我！	本人是希望别发生这种事。
班妮狄克特大人，您别来无恙吧？	……
贵公子看起来似乎也很健康，实在是再好不过。	………………
可以请教他的名字吗……？	……帕库斯。
原来如此，实在是个好名字。想必能长得与父亲同样健壮吧。	……
我有三名妻子，洛琪希是其中一人。	哎呀哎呀……对米里斯教来说应该是很难容忍的事呢……
您看起来精神不错。	是，你说得没错。我一直都很有精神。反而是鲁迪乌斯先生看起来似乎没什么精神。
因为熟人变成了敌人。	我明白。我在年轻时也曾面临不得不斩杀朋友的局面，令我为此深深感到烦恼。
艾莉丝，你能再往后退一两步吗？	为什么？
可是，这家伙说不定也是敌人。	如果是敌人，不会让艾莉丝带着剑进来这个房间。
非常抱歉，鲁迪乌斯先生。	不会，我反而希望你不要介意。可是，现在确实有些分身乏术……
与你刚才提到的朋友有关吗？是否能让我冒昧请教？	当然。毕竟我就是为此而来。
你的做法非常正面而且直接呢。	因为我想不到更好的应对方法。
总之就是这么一回事。还请让我借重你的力量。	虽说我很想说义不容辞，但我没有帮助你的理由。而且我不太想与人神扯上关系。
